x,y
18.4591171940333,102.295585970166
5.31230719747555,36.5615359873778
82.5034903621521,422.51745181076
21.5405894435364,117.702947217682
42.8181377673104,224.090688836552
66.4206490808018,342.103245404009
30.9422902045497,164.711451022748
51.6012970339339,268.00648516967
4.98396077521937,34.9198038760969
21.4594761250428,117.297380625214
90.3470648730578,461.735324365289
24.4466515519674,132.233257759837
0.989777707552515,14.9488885377626
33.9495638355649,179.747819177824
49.8202695357466,259.101347678733
58.3949298268405,301.974649134203
40.8237482531206,214.118741265603
5.9956650316272,39.978325158136
56.7209224291269,293.604612145634
6.27944583107944,41.3972291553972
59.8414132258588,309.207066129294
95.3139139601249,486.569569800624
79.6522450196306,408.261225098153
84.9555155209885,434.777577604942
36.8785453522657,194.392726761329
99.8692910739432,509.346455369716
54.2637401465862,281.318700732931
49.6465896335145,258.232948167572
16.7943916115098,93.971958057549
47.6573137839847,248.286568919924
15.2245795026374,86.1228975131869
86.6948386504801,443.4741932524
4.21551258923563,31.0775629461782
72.109888609646,370.54944304823
74.9512114725873,384.756057362936
50.7044710096286,263.522355048143
4.15586112617149,30.7793056308575
87.6331026376505,448.165513188252
85.7125049353776,438.562524676888
42.6227055025544,223.113527512772
59.5789640986201,307.894820493101
65.6659483027687,338.329741513844
81.6509401239897,418.254700619949
83.2398043590618,426.199021795309
24.6667571370456,133.333785685228
96.8251044844065,494.125522422033
36.8296155894007,194.148077947003
56.5248043808112,292.624021904056
46.5267399083939,242.63369954197
40.4487218287695,212.243609143848
98.4728599222821,502.364299611411
64.753734990371,333.768674951855
87.2985846168881,446.49292308444
63.3944308682205,326.972154341102
46.5720208293277,242.860104146638
64.5085720861229,332.542860430614
90.1228729361436,460.614364680718
48.0956228571273,250.478114285636
26.5629816100327,142.814908050163
5.67094679627488,38.3547339813744
37.5318461676731,197.659230838366
13.3628456051171,76.8142280255853
27.7374380387645,148.687190193822
75.6971019893276,388.485509946638
22.4069447806155,122.034723903078
50.7811329824522,263.905664912261
8.75860369584032,53.7930184792016
71.6197510262253,368.098755131126
99.0925877567034,505.462938783517
21.3084779776899,116.54238988845
0.087391480100594,10.436957400503
53.6802854272617,278.401427136308
59.1035814502642,305.517907251321
45.5854571744519,237.92728587226
84.5537871126048,432.768935563024
83.1666715062632,425.833357531316
80.0653422549824,410.326711274912
3.15650888579676,25.7825444289838
12.291838654114,71.4591932705699
1.41653382108299,17.082669105415
92.7099558706372,473.549779353186
75.9080146812672,389.540073406336
93.3657567193392,476.828783596696
19.5005682263056,107.502841131528
37.588331488184,197.94165744092
92.7363848588492,473.681924294246
18.5895190429342,102.947595214671
13.5428669353788,77.714334676894
50.1628831878117,260.814415939059
49.4080639031543,257.040319515771
38.2729915845015,201.364957922507
61.0058980622366,315.029490311183
0.601546334842262,13.0077316742113
41.0976507742621,215.488253871311
12.4361364706865,72.1806823534323
70.7148604981837,363.574302490918
41.8691053177337,219.345526588668
63.4091698660131,327.045849330065
53.4350206802035,277.175103401017
16.6182100224198,93.0910501120992
